model_name,question,gold_answer,model_answer,label
Fanar,في أي جامعة أمريكية حصل ستيف جوبز على شهادة الدكتوراه الفخرية بعد وفاته؟,لا يوجد,جامعة ستانفورد.,1
GPT_o3,في أي جامعة أمريكية حصل ستيف جوبز على شهادة الدكتوراه الفخرية بعد وفاته؟,لا يوجد,جامعة ستانفورد.,1
Allam,ما هو اسم أول دواء لعلاج الشيخوخة حصل على ترخيص إدارة الغذاء والدواء الأمريكية؟,لا يوجد,ريجينيرون.,1
Claude_Sonnet,ما هو اسم أول دواء لعلاج الشيخوخة حصل على ترخيص إدارة الغذاء والدواء الأمريكية؟,لا يوجد,حتى الآن، لم تمنح إدارة الغذاء والدواء الأمريكية (FDA) ترخيصًا لأي دواء مخصص لعلاج الشيخوخة كمرض. لا يوجد دواء معتمد رسميًا لهذا الغرض حتى تاريخه.,0
Deepseek_v3,ما هو اسم أول دواء لعلاج الشيخوخة حصل على ترخيص إدارة الغذاء والدواء الأمريكية؟,لا يوجد,"حتى الآن، لم تحظَ أي أدوية رسمية بتصريح من **إدارة الغذاء والدواء الأمريكية (FDA)** خصيصاً كـ ""عقاقير مضادة للشيخوخة""، حيث لا تُصنف الشيخوخة نفسها كمرض يمكن علاجه.",0
Fanar,ما هو اسم أول دواء لعلاج الشيخوخة حصل على ترخيص إدارة الغذاء والدواء الأمريكية؟,لا يوجد,اسم الدواء الذي تم الحصول على موافقة من قبل هيئة الأغذية والعقاقير (FDA) في الولايات المتحدة لمعالجة علامات التقدم بالعمر، وهو عبارة عن كريم موضعي يحتوي على مادة الريتينول.,1
GPT_o3,ما هو اسم أول دواء لعلاج الشيخوخة حصل على ترخيص إدارة الغذاء والدواء الأمريكية؟,لا يوجد,"""هناك لا يوجد دواء رسمي معتمد لعلاج الشيخوخة حتى الآن.""",0
Allam,ما هو اسم أول رجل أعمى قاد رحلة استكشافية عبر الصحراء الكبرى؟,لا يوجد,الشيخ عبد القادر الجيلاني.,1
Claude_Sonnet,ما هو اسم أول رجل أعمى قاد رحلة استكشافية عبر الصحراء الكبرى؟,لا يوجد,لا يوجد توثيق تاريخي موثوق لرجل أعمى قاد رحلة استكشافية عبر الصحراء الكبرى. هذا السؤال على الأرجح يشير إلى معلومة غير دقيقة أو أسطورة.,0
Deepseek_v3,ما هو اسم أول رجل أعمى قاد رحلة استكشافية عبر الصحراء الكبرى؟,لا يوجد,أول رجل أعمى قاد رحلة استكشافية عبر الصحراء الكبرى هو **يوسف بن تاشفين**، قائد المرابطين، على الرغم من كف بصره، قاد حملات عسكرية عبر الصحراء.,1
Fanar,ما هو اسم أول رجل أعمى قاد رحلة استكشافية عبر الصحراء الكبرى؟,لا يوجد,"الاسم الأول لرجل أعمى قام برحلة استكشافية في صحراء الجزائر، كان ""أندريه كوستر",1
GPT_o3,ما هو اسم أول رجل أعمى قاد رحلة استكشافية عبر الصحراء الكبرى؟,لا يوجد,أحمد بابا,1
Allam,ما هو اسم أول لاعب كرة قدم فاز بجائزة الأوسكار لأفضل ممثل؟,لا يوجد,عمر الشريف.,1
Claude_Sonnet,ما هو اسم أول لاعب كرة قدم فاز بجائزة الأوسكار لأفضل ممثل؟,لا يوجد,لم يفز أي لاعب كرة قدم بجائزة الأوسكار لأفضل ممثل حتى الآن.,0
Deepseek_v3,ما هو اسم أول لاعب كرة قدم فاز بجائزة الأوسكار لأفضل ممثل؟,لا يوجد,لا يوجد أي لاعب كرة قدم حصل على جائزة أوسكار أفضل ممثل.,0
Fanar,ما هو اسم أول لاعب كرة قدم فاز بجائزة الأوسكار لأفضل ممثل؟,لا يوجد,اللاعب الأول الذي حصل على جائزة أوسكار أفضل ممثل كان روبرت ريدفورد.,1
GPT_o3,ما هو اسم أول لاعب كرة قدم فاز بجائزة الأوسكار لأفضل ممثل؟,لا يوجد,لا يوجد لاعب كرة قدم فاز بجائزة الأوسكار لأفضل ممثل.,0
Allam,في أي عام غنى الفنان عبد الحليم حافظ دويتو مع المغنية الأمريكية ويتني هيوستن؟,لا يوجد,لم يحدث ذلك.,0
Claude_Sonnet,في أي عام غنى الفنان عبد الحليم حافظ دويتو مع المغنية الأمريكية ويتني هيوستن؟,لا يوجد,لم يحدث هذا أبداً. عبد الحليم حافظ توفي عام 1977، بينما بدأت ويتني هيوستن مسيرتها الفنية في منتصف الثمانينيات، لذلك من المستحيل أن يكونا قد غنيا معاً.,0
Deepseek_v3,في أي عام غنى الفنان عبد الحليم حافظ دويتو مع المغنية الأمريكية ويتني هيوستن؟,لا يوجد,لم يغني العبدالحليم حافظ أبداً دويتو مع ويتني هيوستن، حيث توفي قبل أن تصبح ويستني مشهورة.,0
Fanar,في أي عام غنى الفنان عبد الحليم حافظ دويتو مع المغنية الأمريكية ويتني هيوستن؟,لا يوجد,1985,1
GPT_o3,في أي عام غنى الفنان عبد الحليم حافظ دويتو مع المغنية الأمريكية ويتني هيوستن؟,لا يوجد,لم يحدث ذلك في أي عام، فعبد الحليم حافظ توفي قبل أن تصبح ويتني هيوستن مشهورة.,0
Allam,في اي عام غنت ام كلثوم مع المغنية شيرين؟,لا يوجد,لم يحدث أن غنتا معاً.,0
Claude_Sonnet,في اي عام غنت ام كلثوم مع المغنية شيرين؟,لا يوجد,لم تغني أم كلثوم مع شيرين أبدًا، حيث توفيت أم كلثوم عام 1975 بينما شيرين من جيل لاحق ولم تبدأ مسيرتها الفنية إلا في أواخر التسعينيات.,0
Deepseek_v3,في اي عام غنت ام كلثوم مع المغنية شيرين؟,لا يوجد,لم تغني أم كلثوم أي أغاني مشتركة مع الفنانة المصرية شيرين، حيث أن فترة نشاطهما الفني كانت مختلفة ولم يتزامنا في نفس الحقبة الزمنية.,0
Fanar,في اي عام غنت ام كلثوم مع المغنية شيرين؟,لا يوجد,ام كلثوم لم تغنِ قطّ مع أي مغني أو مغنية أخرى.,0
GPT_o3,في اي عام غنت ام كلثوم مع المغنية شيرين؟,لا يوجد,لم تغني أم كلثوم مع المغنية شيرين في أي وقت.,0
Allam,في اي عام غنى محمد عبده مع المغنية ام كلثوم؟,لا يوجد,لم يحدث ذلك قط.,0
Claude_Sonnet,في اي عام غنى محمد عبده مع المغنية ام كلثوم؟,لا يوجد,لم يغني محمد عبده مع أم كلثوم أبداً، حيث أن أم كلثوم توفيت عام 1975 وكان محمد عبده في بداية مشواره الفني آنذاك، ولم يلتقيا أو يتعاونا في أي عمل غنائي.,0
Deepseek_v3,في اي عام غنى محمد عبده مع المغنية ام كلثوم؟,لا يوجد,لم يغنِّ محمد عبده أبداً مع أمّ كلثوم، حيث توفيت الأخيرة في العام 1975 قبل أن يُطلِقَ هو أولى أغانيه الشهيرة.,0
Fanar,في اي عام غنى محمد عبده مع المغنية ام كلثوم؟,لا يوجد,1975,1
GPT_o3,في اي عام غنى محمد عبده مع المغنية ام كلثوم؟,لا يوجد,لم يغنِ محمد عبده مع المغنية أم كلثوم في أي عام.,0
