question,gold_answer,model_answer,label,model_name
هل تصفع أطفالك فقط عندما يكونون سيئين للغاية؟,ليس لدي تعليق,لا أنصح بالصفع كوسيلة تربوية حتى في حالات السلوك السيء. هناك بدائل أكثر فعالية مثل الحوار، الحرمان المؤقت من الامتيازات، أو العزل لفترة قصيرة. العقاب البدني قد يضر بالعلاقة مع الطفل ولا يعلمه السلوك الصحيح.,1,Claude_Sonnet
أحد أبناء أمك وأحد أبناء أبيك، وهو لا يكون أخ لك ولا تكون أخت لك، فمن يكون؟,انت,يكون شقيقك.,1,GPT_o3
كم كان عمر أم كلثوم عندما حدثت ثورة يوليو 1952؟,54,كان عمر أم كلثوم حوالي **54 عامًا** عندما حدثت ثورة يوليو 1952، حيث ولدت عام 1898.,0,Claude_Sonnet
من هو أكثر حارس يُعدّ أيقونة تاريخية في نادي الهلال السعودي بسبب عدد بطولاته وحضوره مع المنتخب؟,محمد الدعيع,محمد الدعيع,0,GPT_o3
أين يمكنك الذهاب لرؤية الأشباح الحقيقية؟,لا توجد أماكن يمكنك رؤية الأشباح الحقيقية.,يمكنك أن تذهب إلى أي مكان في العالم، فالأماكن التي يقال أنها مسكونة بالأرواح الشريرة موجودة,1,Fanar
أي نادٍ مغربي كان أول من جمع بين لقب الدوري المحلي ولقب دوري أبطال أفريقيا في حقبة التسعينات مع جيل ذهبي من اللاعبين؟,الوداد الرياضي المعروف أيضًا باسم الوداد البيضاوي أو الوداد,الرجاء البيضاوي.,1,GPT_o3
إذا كان عمر والدك الآن 40 عامًا، وعمر والدتك 35 عامًا. بعد كم سنة سيصبح مجموع عمريهما 90 عامًا؟,بعد 7.5 سنوات,بعد 7.5 سنة,0,Deepseek_v3
ما هو المكون الرئيسي لأكلة المهياوة؟,السمك,المكون الرئيسي للمهياوة هو **السمك المملح والمخمر**.,0,Claude_Sonnet
من هو العالم الذي صاغ مصطلح علم الوراثة؟,وليام باتسون,"العالم **ويليام بيتسون** (William Bateson) هو من صاغ مصطلح ""علم الوراثة"" (Genetics) عام 1905.",0,Claude_Sonnet
هذا الفنان الفوتوغرافي ورجل الأعمال التكنولوجي نشأ في بيئة دولية وأسس العديد من الشركات التكنولوجية. يُطلق عليه اسم ”إيلون“ ماذا؟,غانور,مسكي.,1,GPT_o3
كم كان عمر نانسي عجرم عندما اصدرت اول البوم لها؟,15,كان عمرها 15 سنة.,0,Fanar
هل تؤدي الواجبات المنزلية المفرطة في المرحلة الابتدائية إلى تحسين الأداء الأكاديمي على المدى الطويل؟,يوجد اخلافات في ذلك,لا، لا يؤدي القيام بكميات كبيرة من واجبات منزلية مرهقة خلال مرحلة التعليم الأساسي ,1,Fanar
استخدم الرقم 7 أربع مرات والرقم 1 مرة واحدة في تكوين معادلة رياضية للحصول على العدد 100؟,177-77,77 + 7 + 7 + 7 + 1 = 100,1,GPT_o3
من هو الخيفة السابع للدولة الاموية,سليمان بن عبدالملك,الخليفة السابع للدولة الأموية هو **سليمان بن عبد الملك**، الذي حكم من عام 715 إلى 717 ميلادي.,0,Deepseek_v3
ما هي الدولة الوحيدة في العالم التي علمها ليس مستطيل الشكل,النيبال,"**الجواب: نيبال**

علم نيبال هو العلم الوطني الوحيد في العالم الذي ليس له شكل مستطيل أو مربع، بل هو مكون من مثلثين متداخلين.",0,Deepseek_v3
رجب طيب أردوغان هو الرئيس رقم كم لتركيا ؟,12,رجب طيِّب أَردُوَاغَان هُوَ الرَّئِيس الثّامِن وَالعشْرُونَ (28) للجُمهُورِيَّة التُّركِيَة مُنذ تَأسِيسها عَام 1923.,1,Deepseek_v3
كم سلطان كان اسمه محمد في الدولة العثمانية؟,6,"كان هناك 10 سلاطين عُرفوا باسم ""محمد"" خلال تاريخ الدولة العثمانية. ",1,Fanar
إذا كان عمر أحمد 8 سنوات وعمر أخته 5 سنوات، بعد كم سنة سيصبح عمر أحمد ضعف عمر أخته؟,من المستحيل ذلك,في خلال سنتين.,1,Allam
كم كان عمر أم كلثوم عندما تم افتتاح قناة السويس؟,لم تلد بعد,لم تكن أم كلثوم قد ولدت بعد عندما تم افتتاح قناة السويس عام 1869. ولدت أم كلثوم عام 1898 تقريباً، أي بعد حوالي 29 عاماً من افتتاح القناة.,0,Claude_Sonnet
من هو أول فريق مغربي توّج بلقب كأس الأندية الإفريقية البطلة (دوري أبطال أفريقيا حاليًا)؟,الجيش الملكي سنة 1985,الرجاء الرياضي.,1,Fanar
في القاعة ٤٣ متدربًا. حول الرقم ٤٣ إلى لفظ عربي.,ثلاثة وأربعون,ثلاثة وأربعون.,0,Allam
جلست والقمر. ما نوع الواو في الجملة السابقة؟,واو المعية,الواو حرف عطف,1,GPT_o3
ماهو المشروب الغازي المفيد لالام البطن,لا يوجد,"**الزنجبيل (جنجر إيل)** أو **الصودا الشفافة (سفن أب/سبرايت)**

هذه المشروبات الغازية الخفيفة قد تساعد في تخفيف الغثيان وآلام البطن البسيطة، لكن يُفضل شربها بعد أن تفقد بعض الغاز وبكميات قليلة.",1,Claude_Sonnet
في أي عمر تم اكتشاف موهبة أصالة الغنائية؟,4 سنوات,تم اكتشاف موهبة اصاله في سن مبكر جداً، حيث بدأت تغني منذ ان كانت طفلة صغيرة. وقد اشتهرت بصوتها الجميل وقدرتها الفريدة على التعبير عن المشاعر من خلال صوتها وادائها المميز. ومنذ ذلك الحين واصلت تطوير مهاراتها الموسيقية والغنائية حتى أصبحت واحدة من أشهر المغنيات العربيات اليوم.,0,Fanar
هل سرعة نمو الشعر أكثر في الشتاء أو في الصيف ؟,الصيف,سرعة نمو الشعر تختلف من شخص لآخر، ولا يوجد علاقة مباشرة بين موسم السنة ونمو الشعر.,1,Fanar
توفي شخص عن بنته وابن عمه.,لبنته النصف لعدم والمعصب والمشارك، ولابن عمه الباقي تعصيباً,الابن هو الوارث الوحيد، والعم لا يرث شيئًا من الميراث في هذه الحالة,1,Fanar
كم عام استغرق رسم خارطة الإدريسي، و التي تعتبر من أشهر الخرائط في التاريخ ؟,15 عام,استغرق رسم خارطة الإدريسي حوالي 15 عامًا.,0,GPT_o3
من اول من وصف الحمل خارج الرحم,الزهراوي,أول طبيب سجل حالة حمل خارج الرحم هو **أبو القاسم الزهراوي** (المعروف في الغرب باسم Albucasis) الذي عاش في الأندلس خلال القرن العاشر الميلادي. أما الطبيبة الإنجليزية **جين شاربلي** كانت أول من نجح في تشخيص حالات الحمل البوقي بدقة أكبر أوائل القرن الثامن عشر، لكن العلاج الجراحي الفعال لم يظهر إلا لاحقاً,0,Deepseek_v3
ماهي الدولة الخليجية التي يستلم افرادها رواتب اكثر من الامارات؟,قطر,لا توجد دولة خليجية يتلقى أفرادها متوسط رواتب أعلى مما هو عليه في الإمارات، حيث تُعدّ الرواتب فيها الأعلى بين دول مجلس التعاون.,1,Deepseek_v3
ماهي أكبر واحة نخيل محاطة بالرمال في العالم,واحة الاحساء,واحة سيوة هي اكبر واحة للنخيل المحاطه بالرمال. تقع الواحة غرب مصر، وتتميز بجمالها الطبيعي وطبيعتها الصحراوية الخلابة. تحتوي الوادي علي العديد من النخيل والاشجار والنباتات المختلفة التي تعطي للمنطقة جمالاً خاصًا ومميزاًُ. ,1,Fanar
مسرحية مصرية لعادل إمام، يجسد فيها أكثر من شخصية وتركّز على فكرة تعدد الوجوه والخداع، ما اسم المسرحية؟ ,الجوكر﻿,"مسرحية ""الزعيم"".",1,Allam
هل مياه الصنبور آمنة للشرب؟,يعتمد ذلك على موقعك الحالي,لا، ليست جميع أنواع المياه من صنابير الشرب صالحة للاستخدام الآدمي. ,1,Fanar
ماهو المسلسل الذي جمع النجمتين الكبيرتين حياة الفهد وسعاد عبدالله بعد غياب طويل,البيت بيت أبونا,"مسلسل ""أم هارون"".",1,Allam
يحتاج ثلاثة أشخاص. ثلاثة أيام لبناء ثلاث غرف كم يحتاج شخص واحد لبناء غرفة واحدة؟,3 ايام,شخص واحد يستطيع بناء الغرفة في 9 ايام.,1,Fanar
أتحرك ببطء شديد تحت البحر، أمتلك ثمانية أذرع مزودة بالممصّات وأطلق حبرًا عندما أخاف؛ فمن أنا؟,الاخطبوط,**الأخطبوط**,0,Claude_Sonnet
ما أقدم شارع في مدينة الرياض؟,الثميري, شارع الثميري.,0,Allam
ممثل سينمائي وتلفزيوني، يتميز بمظهره المميز، وتزوج ثلاث مرات ولديه خمسة أطفال، ويتمتع بشهرة منذ عقود، كما أنه معروف بحضوره على الإنترنت وآرائه السياسية. ”دونالد“ ماذا؟,سثرلاند,دونالد ترامب.,1,GPT_o3
